test_id,node,test_category,test_description,test,result,failure_reason
43,leaf1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC1_Ethernet2,PASS,
44,leaf1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host1-DC1_Eth1,PASS,
45,leaf1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host1-DC1_Eth2,PASS,
46,leaf1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - MLAG_PEER_leaf2-DC2_Ethernet1,PASS,
47,leaf1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - MLAG_PEER_leaf2-DC2_Ethernet2,PASS,
48,leaf1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1-DC2_Ethernet2,PASS,
49,leaf1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2-DC2_Ethernet2,PASS,
50,leaf1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC2_Ethernet2,PASS,
51,leaf1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host1-DC2_Eth1,PASS,
52,leaf1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host1-DC2_Eth2,PASS,
53,leaf2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - MLAG_PEER_leaf1-DC1_Ethernet1,PASS,
54,leaf2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - MLAG_PEER_leaf1-DC1_Ethernet2,PASS,
55,leaf2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1-DC1_Ethernet3,PASS,
56,leaf2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2-DC1_Ethernet3,PASS,
57,leaf2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC1_Ethernet3,PASS,
58,leaf2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host1-DC1_Eth3,PASS,
59,leaf2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host1-DC1_Eth4,PASS,
60,leaf2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - MLAG_PEER_leaf1-DC2_Ethernet1,PASS,
61,leaf2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - MLAG_PEER_leaf1-DC2_Ethernet2,PASS,
62,leaf2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1-DC2_Ethernet3,PASS,
63,leaf2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2-DC2_Ethernet3,PASS,
64,leaf2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC2_Ethernet3,PASS,
65,leaf2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host1-DC2_Eth3,PASS,
66,leaf2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host1-DC2_Eth4,PASS,
67,leaf3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - MLAG_PEER_leaf4-DC1_Ethernet1,PASS,
68,leaf3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - MLAG_PEER_leaf4-DC1_Ethernet2,PASS,
69,leaf3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1-DC1_Ethernet4,PASS,
70,leaf3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2-DC1_Ethernet4,PASS,
71,leaf3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC1_Ethernet4,PASS,
72,leaf3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host2-DC1_Eth1,PASS,
73,leaf3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host2-DC1_Eth2,PASS,
74,leaf3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - MLAG_PEER_leaf4-DC2_Ethernet1,PASS,
75,leaf3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - MLAG_PEER_leaf4-DC2_Ethernet2,PASS,
76,leaf3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1-DC2_Ethernet4,PASS,
77,leaf3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2-DC2_Ethernet4,PASS,
78,leaf3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC2_Ethernet4,PASS,
79,leaf3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host2-DC2_Eth1,PASS,
80,leaf3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host2-DC2_Eth2,PASS,
81,leaf4-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - MLAG_PEER_leaf3-DC1_Ethernet1,PASS,
82,leaf4-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - MLAG_PEER_leaf3-DC1_Ethernet2,PASS,
83,leaf4-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1-DC1_Ethernet5,PASS,
84,leaf4-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2-DC1_Ethernet5,PASS,
85,leaf4-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC1_Ethernet5,PASS,
86,leaf4-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host2-DC1_Eth3,PASS,
87,leaf4-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host2-DC1_Eth4,PASS,
88,leaf4-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - MLAG_PEER_leaf3-DC2_Ethernet1,PASS,
89,leaf4-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - MLAG_PEER_leaf3-DC2_Ethernet2,PASS,
90,leaf4-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1-DC2_Ethernet5,PASS,
91,leaf4-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2-DC2_Ethernet5,PASS,
92,leaf4-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3-DC2_Ethernet5,PASS,
93,leaf4-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - host2-DC2_Eth3,PASS,
94,leaf4-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - host2-DC2_Eth4,PASS,
95,spine1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_LEAF1-DC1_Ethernet3,PASS,
96,spine1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF2-DC1_Ethernet3,PASS,
97,spine1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF3-DC1_Ethernet3,PASS,
98,spine1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF4-DC1_Ethernet3,PASS,
99,spine1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_BORDERLEAF1-DC1_Ethernet3,PASS,
100,spine1-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_BORDERLEAF2-DC1_Ethernet3,PASS,
101,spine1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_LEAF1-DC2_Ethernet3,PASS,
102,spine1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF2-DC2_Ethernet3,PASS,
103,spine1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF3-DC2_Ethernet3,PASS,
104,spine1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF4-DC2_Ethernet3,PASS,
105,spine1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_BORDERLEAF1-DC2_Ethernet3,PASS,
106,spine1-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_BORDERLEAF2-DC2_Ethernet3,PASS,
107,spine2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_LEAF1-DC1_Ethernet4,PASS,
108,spine2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF2-DC1_Ethernet4,PASS,
109,spine2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF3-DC1_Ethernet4,PASS,
110,spine2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF4-DC1_Ethernet4,PASS,
111,spine2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_BORDERLEAF1-DC1_Ethernet4,PASS,
112,spine2-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_BORDERLEAF2-DC1_Ethernet4,PASS,
113,spine2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_LEAF1-DC2_Ethernet4,PASS,
114,spine2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF2-DC2_Ethernet4,PASS,
115,spine2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF3-DC2_Ethernet4,PASS,
116,spine2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF4-DC2_Ethernet4,PASS,
117,spine2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_BORDERLEAF1-DC2_Ethernet4,PASS,
118,spine2-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_BORDERLEAF2-DC2_Ethernet4,PASS,
119,spine3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_LEAF1-DC1_Ethernet5,PASS,
120,spine3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF2-DC1_Ethernet5,PASS,
121,spine3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF3-DC1_Ethernet5,PASS,
122,spine3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF4-DC1_Ethernet5,PASS,
123,spine3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_BORDERLEAF1-DC1_Ethernet5,PASS,
124,spine3-DC1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_BORDERLEAF2-DC1_Ethernet5,PASS,
125,spine3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_LEAF1-DC2_Ethernet5,PASS,
126,spine3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF2-DC2_Ethernet5,PASS,
127,spine3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF3-DC2_Ethernet5,PASS,
128,spine3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF4-DC2_Ethernet5,PASS,
129,spine3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_BORDERLEAF1-DC2_Ethernet5,PASS,
130,spine3-DC2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_BORDERLEAF2-DC2_Ethernet5,PASS,
131,borderleaf1-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_borderleaf2-DC1_Po1,PASS,
132,borderleaf1-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_borderleaf2-DC2_Po1,PASS,
133,borderleaf2-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_borderleaf1-DC1_Po1,PASS,
134,borderleaf2-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_borderleaf1-DC2_Po1,PASS,
135,leaf1-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf2-DC1_Po1,PASS,
136,leaf1-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host1-DC1_Host1-DC1,PASS,
137,leaf1-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf2-DC2_Po1,PASS,
138,leaf1-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host1-DC2_Host1-DC2,PASS,
139,leaf2-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf1-DC1_Po1,PASS,
140,leaf2-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host1-DC1_Host1-DC1,PASS,
141,leaf2-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf1-DC2_Po1,PASS,
142,leaf2-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host1-DC2_Host1-DC2,PASS,
143,leaf3-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf4-DC1_Po1,PASS,
144,leaf3-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host2-DC1_Host2-DC1,PASS,
145,leaf3-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf4-DC2_Po1,PASS,
146,leaf3-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host2-DC2_Host2-DC2,FAIL,Interface shutdown: False - interface status: down - line protocol status: lowerLayerDown
147,leaf4-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf3-DC1_Po1,PASS,
148,leaf4-DC1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host2-DC1_Host2-DC1,PASS,
149,leaf4-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf3-DC2_Po1,PASS,
150,leaf4-DC2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel6 - host2-DC2_Host2-DC2,FAIL,Interface shutdown: False - interface status: down - line protocol status: lowerLayerDown
151,borderleaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
152,borderleaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
153,borderleaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
154,borderleaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
155,borderleaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
156,borderleaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
157,borderleaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
158,borderleaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
159,borderleaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
160,borderleaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
161,borderleaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
162,borderleaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
163,borderleaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
164,borderleaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
165,borderleaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
166,borderleaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
167,borderleaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
168,borderleaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
169,borderleaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
170,borderleaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
171,leaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
172,leaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
173,leaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
174,leaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
175,leaf1-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
176,leaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
177,leaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
178,leaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
179,leaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
180,leaf1-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
181,leaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
182,leaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
183,leaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
184,leaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
185,leaf2-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
186,leaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
187,leaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
188,leaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
189,leaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
190,leaf2-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
191,leaf3-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
192,leaf3-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
193,leaf3-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
194,leaf3-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
195,leaf3-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
196,leaf3-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
197,leaf3-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
198,leaf3-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
199,leaf3-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
200,leaf3-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
201,leaf4-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
202,leaf4-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
203,leaf4-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
204,leaf4-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
205,leaf4-DC1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
206,leaf4-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
207,leaf4-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
208,leaf4-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - VLAN_10,PASS,
209,leaf4-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - VLAN_20,PASS,
